date,forecast_qty_total,forecast_qty_total_lower,forecast_qty_total_upper,sku_id
2025-03-02,3.253656515619091,2.3588065673566514,4.106591786632944,38677032646
2025-03-03,3.25946599825582,2.357272306175012,4.20826702404181,38677032646
2025-03-04,3.265275480892549,2.326418374182973,4.166562101875826,38677032646
2025-03-05,3.271084963529278,2.336896893574661,4.2217871301176775,38677032646
2025-03-06,3.276894446166007,2.394603154171884,4.183592182710325,38677032646
2025-03-07,3.2827039288027358,2.328474416747616,4.165059169006612,38677032646
2025-03-08,3.2885134114394647,2.3684531511887057,4.149423095836803,38677032646
2025-03-09,3.2943228940761937,2.3909907190180313,4.178972680037728,38677032646
2025-03-10,3.3001323767129227,2.423562202515993,4.1985551110028885,38677032646
2025-03-11,3.305941859349652,2.496380633055573,4.21763830677353,38677032646
2025-03-12,3.311751341986381,2.377404405428422,4.152537574626038,38677032646
2025-03-13,3.31756082462311,2.444555325485877,4.199555732393676,38677032646
2025-03-14,3.323370307259839,2.3762050108902897,4.215836305357836,38677032646
2025-03-15,3.3291797898965676,2.4454371969755604,4.256948594714636,38677032646
2025-03-16,3.3349892725332966,2.500420626517614,4.209690807479572,38677032646
2025-03-17,3.3407987551700256,2.435528911597993,4.211665944164488,38677032646
2025-03-18,3.3466082378067545,2.455145173469262,4.21588948290554,38677032646
2025-03-19,3.3524177204434835,2.4491010577046226,4.314449269623565,38677032646
2025-03-20,3.3582272030802125,2.398597146066471,4.281645829539233,38677032646
2025-03-21,3.3640366857169415,2.486934715654232,4.239294960985097,38677032646
2025-03-22,3.3698461683536705,2.517463025713418,4.226893279494665,38677032646
2025-03-23,3.3756556509903994,2.543663605260483,4.2548067050482645,38677032646
2025-03-24,3.3814651336271284,2.498615213039996,4.271391321982866,38677032646
2025-02-25,5.601604079921891,4.280559139650418,6.983044396575896,38677051225
2025-02-26,5.618874427363556,4.243576357072286,7.064929596539792,38677051225
2025-02-27,5.636144774805221,4.190788498826007,7.063222581001899,38677051225
2025-02-28,5.653415122246887,4.190720461160455,7.127180973389231,38677051225
2025-03-01,5.670685469688552,4.2802625777302525,7.0684334351198475,38677051225
2025-03-02,5.6879558171302165,4.31816102839919,7.125937860936473,38677051225
2025-03-03,5.705226164571883,4.177711255060172,7.1553896707325535,38677051225
2025-03-04,5.722496512013548,4.226760762723527,7.114832539535738,38677051225
2025-03-05,5.739766859455214,4.378185665690985,7.199037033662843,38677051225
2025-03-06,5.757037206896879,4.380488107988282,7.290255337616321,38677051225
2025-03-07,5.774307554338543,4.487022236667692,7.245911772238457,38677051225
2025-03-08,5.79157790178021,4.245272481333835,7.308417934111825,38677051225
2025-03-09,5.8088482492218745,4.333735653747432,7.24828430587489,38677051225
